"Item Id","Sold Date","Canceled Date","Completed Date","Item Title","Order Status","Shipped to State","Shipped from State","Item Price","Buyer Shipping Fee","Seller Shipping Fee","Mercari Selling Fee","Payment Processing Fee Charged To Seller","Shipping Adjustment Fee","Penalty Fee","Net Seller Proceeds","Sales Tax Charged to Buyer","Merchant Fees Charged to Buyer","Service Fee Charged to Buyer","Buyer Protection Charged to Buyer","Payment Processing Fee Charged to Buyer"
"m39294135864","2021-04-25","","2021-05-02","Patriotic Felt Bird - with DEFECT","Completed","New Jersey","California","15.00","5.99","0.00","1.50","0.74","0.00","0.00","12.76","1.39","0.00","0.00","0.00","0.00"
"m59408512106","2021-04-25","","2021-05-02","RARE 2021 Patriotic Felt Bird","Completed","New Jersey","California","35.00","5.99","0.00","3.50","1.32","0.00","0.00","30.18","2.72","0.00","0.00","0.00","0.00"
"m78123237974","2021-04-20","","2021-05-02","Peanuts Snoopy & Gang Mug","Completed","New York","California","17.00","7.99","0.00","1.70","0.79","0.00","0.00","14.51","2.22","0.00","0.00","0.00","0.00"
"m63095403239","2021-04-27","","2021-05-03","THL Salt and Pepper Shakers","Completed","Texas","California","15.00","5.99","0.00","1.50","0.74","0.00","0.00","12.76","1.73","0.00","0.00","0.00","0.00"
"m86179521402","2021-04-30","","2021-05-03","Vintage L'hotel Des Royales","Completed","Ohio","California","15.00","5.99","0.00","1.50","0.74","0.00","0.00","12.76","1.57","0.00","0.00","0.00","0.00"
"m17753925810","2021-04-29","","2021-05-03","Wooden American Flag Welcome","Completed","Texas","California","35.00","7.99","0.00","3.50","1.32","0.00","0.00","30.18","3.55","0.00","0.00","0.00","0.00"
"m89928068647","2021-04-29","","2021-05-03","Floral Table Runner","Completed","Florida","California","25.00","5.99","0.00","2.50","1.03","0.00","0.00","21.47","0.00","0.00","0.00","0.00","0.00"
"m38959492715","2021-05-01","","2021-05-03","Bumble Bee Beaded Coasters","Completed","Texas","California","12.00","4.80","0.00","1.20","0.65","0.00","0.00","10.15","1.39","0.00","0.00","0.00","0.00"
"m86110189410","2021-04-27","","2021-05-04","Farmhouse Bumblebee Coffee Cups","Completed","Texas","California","22.00","7.99","0.00","2.20","0.94","0.00","0.00","18.86","2.47","0.00","0.00","0.00","0.00"
"m49803517393","2021-04-28","","2021-05-04","Farmhouse Buffalo Plaid Curtains","Completed","Texas","California","34.00","7.99","0.00","3.40","1.29","0.00","0.00","29.31","3.46","0.00","0.00","0.00","0.00"
"m72329637213","2021-04-27","","2021-05-05","Embroidered Leaf Shower Curtain","Completed","Pennsylvania","California","23.00","7.99","0.00","2.30","0.97","0.00","0.00","19.73","2.17","0.00","0.00","0.00","0.00"
"m50056941870","2021-04-28","","2021-05-05","Snoopy Dish Mat x 2","Completed","Alabama","California","20.00","5.99","0.00","2.00","0.88","0.00","0.00","17.12","1.60","0.00","0.00","0.00","0.00"
"m83793152864","2021-04-26","","2021-05-05","Farmhouse Lemon Placemats (6)","Completed","New York","California","19.00","7.99","0.00","1.90","0.85","0.00","0.00","16.25","2.16","0.00","0.00","0.00","0.00"
"m81818607083","2021-05-01","","2021-05-05","Eiffel Tower Vanity Tray","Completed","Oregon","California","18.00","7.99","0.00","1.80","0.82","0.00","0.00","15.38","0.00","0.00","0.00","0.00","0.00"
"m44018461046","2021-05-01","","2021-05-05","Frenchie Boston Terrier Luggage Tags","Completed","Colorado","California","12.00","3.65","0.00","1.20","0.65","0.00","0.00","10.15","1.13","0.00","0.00","0.00","0.00"
"m18545349426","2021-04-28","","2021-05-06","Mid-Mod Swirl Vase","Completed","Iowa","California","25.00","9.99","0.00","2.50","1.03","0.00","0.00","21.47","1.75","0.00","0.00","0.00","0.00"
"m27137138638","2021-04-28","","2021-05-06","Frenchie Boston Terrier Plush Throw","Completed","Florida","California","27.00","7.99","0.00","2.70","1.08","0.00","0.00","23.22","0.00","0.00","0.00","0.00","0.00"
"m77175427997","2021-04-30","","2021-05-06","Coastal Deep Sea Shower Curtain","Completed","Michigan","California","20.00","7.99","0.00","2.00","0.88","0.00","0.00","17.12","1.68","0.00","0.00","0.00","0.00"
"m60683914311","2021-05-02","","2021-05-06","THL Salt and Pepper Shakers","Completed","Oregon","California","14.00","5.99","0.00","1.40","0.71","0.00","0.00","11.89","0.00","0.00","0.00","0.00","0.00"
"m76813187558","2021-04-29","","2021-05-07","Reserved for Ms V Paris Pillows","Completed","New York","California","40.00","9.99","0.00","4.00","1.46","0.00","0.00","34.54","4.19","0.00","0.00","0.00","0.00"
"m11080312858","2021-05-03","","2021-05-07","Reserved: Lemon Towels & Planter","Completed","California","California","22.00","7.99","0.00","2.20","0.94","0.00","0.00","18.86","1.71","0.00","0.00","0.00","0.00"
"m93851055542","2021-05-05","","2021-05-07","Gold/Blue Crafted Drawer Pulls","Completed","Texas","California","24.00","5.99","0.00","2.40","1.00","0.00","0.00","20.60","2.47","0.00","0.00","0.00","0.00"
"m97069095395","2021-05-01","","2021-05-07","Paris Canvas Storage Containers x 2","Completed","Oregon","California","24.00","7.99","0.00","2.40","1.00","0.00","0.00","20.60","0.00","0.00","0.00","0.00","0.00"
"m16204376810","2021-05-03","","2021-05-08","ED Ellen Multi Dog Shower Curtain","Completed","Missouri","California","22.00","5.99","0.00","2.20","0.94","0.00","0.00","18.86","0.00","0.00","0.00","0.00","0.00"
"m90135870476","2021-05-05","","2021-05-08","KitchenAid AQUA Gadget Set","Completed","Washington","California","75.00","13.00","0.00","7.50","2.48","0.00","0.00","65.02","8.01","0.00","0.00","0.00","0.00"
"m90313481515","2021-05-04","","2021-05-08","Bumble Bee Beaded Coasters","Completed","New York","California","15.00","5.99","0.00","1.50","0.74","0.00","0.00","12.76","1.68","0.00","0.00","0.00","0.00"
"m72035880314","2021-05-02","","2021-05-08","Dog Mom Corgi Plush Throw","Completed","Pennsylvania","California","25.00","7.99","0.00","2.50","1.03","0.00","0.00","21.47","1.98","0.00","0.00","0.00","0.00"
"m13093156410","2021-05-03","","2021-05-08","Modern Muse Le Rouge Gloss Perfume","Completed","South Carolina","California","18.00","5.99","0.00","1.80","0.82","0.00","0.00","15.38","1.44","0.00","0.00","0.00","0.00"
"m70856989592","2021-04-29","","2021-05-08","Beagle Abstract Wall Art","Completed","Virginia","California","13.00","7.99","0.00","1.30","0.68","0.00","0.00","11.02","0.69","0.00","0.00","0.00","0.00"
"m87282097501","2021-05-05","","2021-05-08","Ceramic Boho Artisan Drawer Pulls","Completed","Washington","California","18.00","7.99","0.00","1.80","0.82","0.00","0.00","15.38","2.37","0.00","0.00","0.00","0.00"
"m85432374369","2021-05-05","","2021-05-08","Ceramic Boho Artisan Drawer Pulls","Completed","Washington","California","24.00","7.99","0.00","2.40","1.00","0.00","0.00","20.60","2.91","0.00","0.00","0.00","0.00"
"m45348643614","2021-05-02","","2021-05-09","Reserved - Paris Decor","Completed","Florida","California","30.00","7.99","0.00","3.00","1.17","0.00","0.00","25.83","0.00","0.00","0.00","0.00","0.00"
"m66270960719","2021-05-01","","2021-05-09","Paris Canvas Storage Containers 4-Pc Set","Completed","Florida","California","24.00","7.99","0.00","2.40","1.00","0.00","0.00","20.60","0.00","0.00","0.00","0.00","0.00"
"m33457381123","2021-05-02","","2021-05-09","2 Frenchie Kitchen Towels","Completed","Florida","California","15.00","4.80","0.00","1.50","0.74","0.00","0.00","12.76","0.00","0.00","0.00","0.00","0.00"
"m24059692563","2021-05-05","","2021-05-09","Two Betsey Johnson Beach Towels","Completed","California","California","45.00","7.99","0.00","4.50","1.61","0.00","0.00","38.89","3.49","0.00","0.00","0.00","0.00"
"m30026570113","2021-05-01","","2021-05-09","MCM Crystal Glasses x 6","Completed","West Virginia","California","57.00","13.00","0.00","5.70","1.95","0.00","0.00","49.35","4.20","0.00","0.00","0.00","0.00"
"m40483368833","2021-05-06","","2021-05-11","Mermaid PEVA Shower Curtain","Completed","Ohio","California","17.00","5.99","0.00","1.70","0.79","0.00","0.00","14.51","1.55","0.00","0.00","0.00","0.00"
"m90371262646","2021-05-02","","2021-05-11","Frenchie in Paris Bath Towel Set","Completed","Florida","California","25.00","7.99","0.00","2.50","1.03","0.00","0.00","21.47","0.00","0.00","0.00","0.00","0.00"
"m74054137903","2021-05-08","","2021-05-11","Peanuts Snoopy & Gang Tablecloth","Completed","Ohio","California","15.00","5.99","0.00","1.50","0.74","0.00","0.00","12.76","1.42","0.00","0.00","0.00","0.00"
"m80794393287","2021-05-07","","2021-05-11","Tommy Bahama Coastal Bottle Opener","Completed","California","California","15.00","4.80","0.00","1.50","0.74","0.00","0.00","12.76","1.54","0.00","0.00","0.00","0.00"
"m14734326855","2021-05-05","","2021-05-11","Coastal Sea Shell Shower Curtain Set","Completed","Pennsylvania","California","23.00","7.99","0.00","2.30","0.97","0.00","0.00","19.73","1.86","0.00","0.00","0.00","0.00"
"m36313787119","2021-05-08","","2021-05-12","White Ceramic French Bulldog","Completed","California","California","23.00","7.99","0.00","2.30","0.97","0.00","0.00","19.73","2.24","0.00","0.00","0.00","0.00"
"m94220377993","2021-05-09","","2021-05-12","ALLURE Special Edition Fragrance Box","Completed","West Virginia","California","60.00","5.99","0.00","6.00","2.04","0.00","0.00","51.96","3.96","0.00","0.00","0.00","0.00"
"m85756083413","2021-05-08","","2021-05-12","Fleur de lis Set of 6 Drawer Knobs Pulls","Completed","Louisiana","California","22.00","5.99","0.00","2.20","0.94","0.00","0.00","18.86","2.58","0.00","0.00","0.00","0.00"
"m33803898919","2021-05-08","","2021-05-13","Dual Tip Alcohol Markers (12)","Completed","Colorado","California","18.00","5.99","0.00","1.80","0.82","0.00","0.00","15.38","1.66","0.00","0.00","0.00","0.00"
"m88304833910","2021-05-08","","2021-05-14","Patriotic Gnome w/ Welcome Garland","Completed","Arizona","California","22.00","5.99","0.00","2.20","0.94","0.00","0.00","18.86","2.02","0.00","0.00","0.00","0.00"
"m78521816641","2021-05-10","","2021-05-15","Snoopy Woodstock Shower Curtain","Completed","Wisconsin","California","29.00","7.99","0.00","2.90","1.14","0.00","0.00","24.96","2.03","0.00","0.00","0.00","0.00"
"m68555993504","2021-05-10","","2021-05-15","Farmhouse Bumblebee Coffee Cups","Completed","Wisconsin","California","22.00","7.99","0.00","2.20","0.94","0.00","0.00","18.86","1.65","0.00","0.00","0.00","0.00"
"m70938359241","2021-05-10","","2021-05-16","Faber Castell Paper Crafter Crayons","Completed","Maryland","California","11.00","4.60","0.00","1.10","0.62","0.00","0.00","9.28","0.66","0.00","0.00","0.00","0.00"
"m55775400780","2021-05-08","","2021-05-16","Betsey Johnson Skull Throw Blanket","Completed","Mississippi","California","28.00","7.99","0.00","2.80","1.11","0.00","0.00","24.09","2.52","0.00","0.00","0.00","0.00"
"m45757258975","2021-05-07","","2021-05-16","Rae Dunn EAT Plates (4) Red Letter","Completed","California","California","22.00","9.99","0.00","2.20","0.94","0.00","0.00","18.86","2.09","0.00","0.00","0.00","0.00"
"m82022660090","2021-05-11","","2021-05-17","Paris Canvas Storage Containers 4-Pc Set","Completed","Oregon","California","28.00","7.99","0.00","2.80","1.11","0.00","0.00","24.09","0.00","0.00","0.00","0.00","0.00"
"m53772688348","2021-05-13","","2021-05-18","THL Salt and Pepper Shakers","Completed","California","California","15.00","5.99","0.00","1.50","0.74","0.00","0.00","12.76","1.16","0.00","0.00","0.00","0.00"
"m58195224105","2021-05-10","","2021-05-19","Reserved: French Bundle","Completed","Florida","California","32.00","9.99","0.00","3.20","1.23","0.00","0.00","27.57","0.00","0.00","0.00","0.00","0.00"
"m94496709157","2021-05-15","","2021-05-19","Spring Lab Dog Towel Set","Completed","California","California","12.00","4.60","0.00","1.20","0.65","0.00","0.00","10.15","0.93","0.00","0.00","0.00","0.00"
"m27979677476","2021-05-17","","2021-05-20","Farmhouse Lemon Table Runner","Completed","California","California","25.00","5.99","0.00","2.50","1.03","0.00","0.00","21.47","2.03","0.00","0.00","0.00","0.00"
"m75275871410","2021-05-17","","2021-05-20","Peanuts Snoopy Anti-Fatgue Kitchen Mat","Completed","California","California","25.00","7.99","0.00","2.50","1.03","0.00","0.00","21.47","1.94","0.00","0.00","0.00","0.00"
"m53362573112","2021-05-08","","2021-05-20","Coastal Beach Ceramic Bathroom Decor","Completed","Wisconsin","California","20.00","7.99","0.00","2.00","0.88","0.00","0.00","17.12","1.40","0.00","0.00","0.00","0.00"
"m73322020073","2021-05-15","","2021-05-20","Strawberry Watermelon Beaded Coasters","Completed","Nevada","California","30.00","5.99","0.00","3.00","1.17","0.00","0.00","25.83","2.48","0.00","0.00","0.00","0.00"
"m58400399225","2021-05-13","","2021-05-20","Lenox Kate Spade Card Holders","Completed","North Carolina","California","40.00","5.99","0.00","4.00","1.46","0.00","0.00","34.54","3.33","0.00","0.00","0.00","0.00"
"m70018368078","2021-05-11","","2021-05-21","Frenchie in Paris Bath Towel Set","Completed","Florida","California","27.00","7.99","0.00","2.70","1.08","0.00","0.00","23.22","0.00","0.00","0.00","0.00","0.00"
"m77350238100","2021-05-19","","2021-05-21","2 Patriotic Love Kitchen Towels","Completed","California","California","17.00","4.80","0.00","1.70","0.79","0.00","0.00","14.51","1.23","0.00","0.00","0.00","0.00"
"m34591596101","2021-05-18","","2021-05-22","Reserved for Angelica","Completed","Texas","California","61.00","9.99","0.00","6.10","2.07","0.00","0.00","52.83","5.86","0.00","0.00","0.00","0.00"
"m65332044832","2021-05-19","","2021-05-22","2 Patriotic Gnome Kitchen Towels","Completed","Florida","California","17.00","4.80","0.00","1.70","0.79","0.00","0.00","14.51","0.00","0.00","0.00","0.00","0.00"
"m64358426841","2021-05-19","","2021-05-22","Ceramic Boho Artisan Drawer Pulls","Completed","Washington","California","20.00","7.99","0.00","2.00","0.88","0.00","0.00","17.12","2.55","0.00","0.00","0.00","0.00"
"m40447413744","2021-05-17","","2021-05-23","Reserved: RM ❤️","Completed","Ohio","California","35.00","7.99","0.00","3.50","1.32","0.00","0.00","30.18","3.35","0.00","0.00","0.00","0.00"
"m63820612630","2021-05-16","","2021-05-23","Lorac Unzipped Palette Bundle","Completed","Tennessee","California","22.00","4.80","0.00","2.20","0.94","0.00","0.00","18.86","2.61","0.00","0.00","0.00","0.00"
"m35879760767","2021-05-13","","2021-05-23","THL Butter Dish","Completed","Montana","California","20.00","7.99","0.00","2.00","0.88","0.00","0.00","17.12","0.00","0.00","0.00","0.00","0.00"
"m45021793368","2021-05-20","","2021-05-24","Reserved: Floral Bird Toile Table Runner","Completed","Missouri","California","20.00","5.99","0.00","2.00","0.88","0.00","0.00","17.12","0.00","0.00","0.00","0.00","0.00"
"m24194158056","2021-05-20","","2021-05-24","Sephora Favorites Deluxe Perfume Set","Completed","California","California","46.00","7.99","0.00","4.60","1.63","0.00","0.00","39.77","3.91","0.00","0.00","0.00","0.00"
"m32378702750","2021-05-18","","2021-05-25","Reserved for: Houston Barbie","Completed","Texas","California","58.00","13.00","0.00","5.80","1.98","0.00","0.00","50.22","5.86","0.00","0.00","0.00","0.00"
"m40520951578","2021-05-21","","2021-05-26","Cuisinart Buffalo Plaid Mitt Set","Completed","Florida","California","16.00","4.60","0.00","1.60","0.76","0.00","0.00","13.64","0.00","0.00","0.00","0.00","0.00"
"m71309841683","2021-05-22","","2021-05-26","Reserved: Paris Shopping Totes x2","Completed","California","California","40.00","7.99","0.00","4.00","1.46","0.00","0.00","34.54","3.90","0.00","0.00","0.00","0.00"
"m83818000129","2021-05-19","","2021-05-26","Ceramic Boho Artisan Drawer Pulls","Completed","Maine","California","23.00","7.99","0.00","2.30","0.97","0.00","0.00","19.73","1.27","0.00","0.00","0.00","0.00"
"m66153541348","2021-05-23","","2021-05-27","Farmhouse Ceramic Pedestal Risers","Completed","Texas","California","20.00","5.99","0.00","2.00","0.88","0.00","0.00","17.12","1.88","0.00","0.00","0.00","0.00"
"m89700615241","2021-05-26","","2021-05-28","Ceramic Boho Artisan Drawer Pulls","Completed","California","California","18.00","7.99","0.00","1.80","0.82","0.00","0.00","15.38","1.44","0.00","0.00","0.00","0.00"
"m21013541417","2021-05-24","","2021-05-29","Frenchie Boston Terrier Nail Files","Completed","Ohio","California","8.00","3.65","0.00","0.80","0.53","0.00","0.00","6.67","0.91","0.00","0.00","0.00","0.00"
"m86634763536","2021-05-24","","2021-05-29","Frenchie Boston Terrier Storage Bins","Completed","Florida","California","22.00","7.99","0.00","2.20","0.94","0.00","0.00","18.86","0.00","0.00","0.00","0.00","0.00"
"m10470369930","2021-05-23","","2021-05-29","RESERVED: Patriotic Rare Felt Birds","Completed","Nevada","California","70.00","5.99","0.00","7.00","2.33","0.00","0.00","60.67","5.86","0.00","0.00","0.00","0.00"
"m28374837884","2021-05-24","","2021-05-30","Farmhouse Lemon Pillow","Completed","Texas","California","15.00","7.99","0.00","1.50","0.74","0.00","0.00","12.76","1.90","0.00","0.00","0.00","0.00"
"m85175805704","2021-05-22","","2021-05-30","Aloha Outdoor Indoor Pillow","Completed","Missouri","California","22.00","7.99","0.00","2.20","0.94","0.00","0.00","18.86","0.00","0.00","0.00","0.00","0.00"
"m15321955469","2021-05-15","","2021-05-30","Paris Wicker Storage Baskets","Completed","Mississippi","California","42.00","9.99","0.00","4.20","1.52","0.00","0.00","36.28","3.64","0.00","0.00","0.00","0.00"
"m72417517829","2021-05-25","","2021-05-31","Smashbox Shadow Contour Blush Palette","Completed","Colorado","California","12.00","7.99","0.00","1.20","0.65","0.00","0.00","10.15","1.76","0.00","0.00","0.00","0.00"
"m71699223231","2021-05-22","","2021-05-31","Paris Eiffel Tower Storage Canisters","Completed","Illinois","California","20.00","9.99","0.00","2.00","0.88","0.00","0.00","17.12","1.87","0.00","0.00","0.00","0.00"
"m38003999987","2021-05-26","","2021-06-02","Reserved for Joey❤️","Completed","Florida","California","60.00","9.99","0.00","6.00","2.04","0.00","0.00","51.96","0.00","0.00","0.00","0.00","0.00"
"m59430204981","2021-05-29","","2021-06-03","Pineapple Shimmer String Lights 10 Ft","Completed","Michigan","California","13.00","4.80","0.00","1.30","0.68","0.00","0.00","11.02","1.07","0.00","0.00","0.00","0.00"
